Name,Team,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,PlayerId
Drew Anderson,PHI,25,0,6,5.77241759,11,11,0,0,0,0,,48.1,223,48,35,31,9,27,1,4,7,0,40,15130
Jake Newberry,KCR,24,2,2,3.857142857,22,0,0,0,0,2,,28,125,29,13,12,3,14,1,0,3,1,30,15136
Ashton Goudeau,COL,26,3,3,2.068086046,16,16,0,0,0,0,,78.1,302,60,23,18,4,12,0,2,2,1,91,15139
Justin Topa,MIL,28,0,6,3.375,33,0,0,0,3,2,,40,169,36,17,15,1,10,0,2,2,0,41,15145
Jimmy Yacabonis,BAL,27,2,2,4.5,17,0,0,0,2,1,,24,115,26,15,12,2,15,3,0,1,0,22,15157
Braden Shipley,ARI,27,4,5,5.947554669,30,15,0,0,0,0,,95.1,425,111,69,63,19,37,1,4,6,0,88,15158
Tyler Bashlor,NYM,26,3,2,3.405405405,33,0,0,0,8,1,,37,151,29,14,14,3,15,1,2,2,0,37,15203
Kevin McGowan,WSN,27,3,5,4.53982504,17,17,0,0,0,0,,75.1,321,72,43,38,10,28,0,2,3,0,63,15215
Aaron Slegers,TBR,26,6,7,5.047492714,26,15,1,0,0,0,,112.1,488,130,72,63,22,28,1,7,4,0,80,15231
Cody Reed,CIN,26,1,2,2.612898966,18,0,0,0,0,1,,20.2,80,13,6,6,1,8,0,1,1,0,25,15232
Kevin McCarthy,KCR,27,0,0,3.779992358,13,0,0,0,3,0,,16.2,70,19,7,7,0,5,0,0,0,0,15,15240
Cole Sulser,TBR,29,6,3,3.272727273,49,4,0,0,2,0,,66,273,51,24,24,4,24,0,3,5,0,89,15256
Shane Carle,ATL,27,5,2,5.625004023,27,1,0,0,0,3,,40,187,52,27,25,2,17,2,0,4,2,35,15258
Jacob Rhame,NYM,26,3,2,5.225797931,21,0,0,0,3,0,,20.2,86,19,13,12,4,6,1,0,1,0,25,15267
Zac Reininger,DET,26,4,3,4.081397612,34,4,0,0,0,2,,57.1,256,65,28,26,7,26,0,0,1,0,51,15285
Austin Pruitt,TBR,29,3,3,5.400003552,18,6,0,0,0,1,,48.1,216,61,31,29,9,12,0,1,1,0,51,15290
Layne Somsen,LAD,30,2,1,5.170201646,14,0,0,0,3,1,,15.2,76,18,14,9,1,12,0,1,1,0,13,15301
Donnie Hart,MIL,28,4,3,4.432839291,48,0,0,0,3,2,,44.2,203,54,26,22,5,14,1,0,0,0,33,15306
Kyle Lloyd,SDP,28,8,7,4.196480812,28,14,0,0,3,0,,113.2,485,122,60,53,20,35,1,2,5,0,102,15378
Zack Weiss,MIN,27,1,3,7.243884579,16,0,0,0,0,1,,27.1,129,37,24,22,5,15,2,0,7,1,30,15444
Mike Mayers,STL,27,0,1,3.15,20,1,0,0,6,1,,20,86,21,10,7,4,7,0,0,1,0,24,15451
Nick Pivetta,PHI,26,5,1,3.073170732,9,6,0,0,0,0,,41,166,23,14,14,2,22,0,1,3,0,58,15454
Jose De Leon,TBR,26,2,1,3.535716092,19,15,0,0,1,0,,56,241,45,23,22,5,30,0,6,2,0,74,15463
Antonio Senzatela,COL,24,1,1,5.766995631,7,7,0,0,0,0,,34.1,151,45,23,22,7,10,0,1,3,0,12,15488
Stephen Gonsalves,MIN,24,0,2,4.153846154,8,6,0,0,0,0,,13,55,9,7,6,3,7,0,1,3,0,21,15492
Kohl Stewart,MIN,24,8,6,5.142857143,20,19,0,0,0,0,,91,414,90,67,52,10,44,0,11,7,0,80,15502
Hunter Harvey,BAL,24,3,6,4.995592489,26,11,0,0,1,0,,75.2,327,76,48,42,16,26,0,7,2,0,83,15507
Eric Yardley,SDP,28,0,2,2.827223719,43,0,0,0,7,2,,63.2,261,60,27,20,3,14,1,4,0,0,52,15538
Tyler Rogers,SFG,28,4,2,4.209677419,49,1,0,0,5,2,,62,270,59,31,29,6,28,2,4,0,0,55,15541
Phillips Valdez,TEX,27,1,7,4.919489299,26,14,0,0,1,1,,78.2,367,87,53,43,10,36,0,11,5,0,65,15605
Dillon Overton,SDP,27,10,5,5.462443524,25,22,0,0,0,0,,115.1,511,141,76,70,25,31,0,3,5,0,103,15627
Yefry Ramirez,PIT,25,2,5,4.142857143,19,9,0,0,0,0,,63,274,53,32,29,7,38,0,2,4,2,82,15655
Ronald Herrera,TEX,24,3,10,7.730284155,21,17,0,0,0,1,,80.1,373,108,74,69,21,21,0,6,5,1,61,15688
Jimmy Cordero,WSN,27,4,2,2.883492034,27,0,0,0,7,2,,34.1,149,32,13,11,3,15,0,1,8,3,34,15690
Rob Kaminsky,CLE,24,3,1,3.535714286,42,0,0,0,2,1,,56,237,48,27,22,5,22,1,3,6,3,61,15792
Devin Williams,MIL,24,7,2,2.210527416,34,0,0,0,4,0,,57,233,36,16,14,3,30,0,1,7,0,82,15816
Dario Agrazal,PIT,24,5,5,4.449438202,16,16,0,0,0,0,,89,357,91,46,44,11,12,0,3,2,0,74,15821
Zack Littell,MIN,23,3,3,3.714285714,20,7,0,0,1,0,,63,265,55,29,26,11,25,0,2,4,0,68,15823
Adam Plutko,CLE,27,1,3,7.468069044,4,4,0,0,0,0,,15.2,71,21,13,13,1,4,0,1,1,0,16,15846
Stephen Tarpley,NYY,26,5,1,3.126312463,18,2,0,0,3,2,,31.2,133,25,15,11,3,13,0,1,3,0,34,15859
Sean Manaea,OAK,27,3,3,4.70642243,8,8,0,0,0,0,,36.1,147,30,22,19,6,10,0,1,2,0,53,15873
Fernando Romero,MIN,24,2,4,4.369939788,35,1,0,0,4,2,,57.2,254,53,36,28,7,29,1,7,12,1,63,15885
Lewis Thorpe,MIN,23,5,4,4.577856363,20,19,0,0,0,0,,96.1,403,91,51,49,13,25,0,1,5,0,119,15906
Keury Mella,CIN,25,8,14,5.046716917,27,27,0,0,0,0,,142.2,640,160,93,80,22,56,0,11,4,1,102,15964
Odrisamer Despaigne,CIN,32,8,6,3.474531719,24,22,0,0,0,0,,124.1,531,123,52,48,11,44,0,8,7,0,124,16017
Stefan Crichton,ARI,27,4,3,3.610467118,36,0,0,0,1,2,,57.1,235,52,24,23,4,15,0,4,5,0,52,16058
Edubray Ramos,PHI,26,2,0,3.214285714,14,2,0,0,6,2,,14,54,9,6,5,3,5,0,1,1,0,13,16086
Cy Sneed,HOU,26,7,6,4.187753276,19,9,0,0,1,1,,81.2,333,71,40,38,13,24,0,3,2,0,71,16106
Daniel Ponce de Leon,STL,27,8,4,2.881424141,16,16,0,0,0,0,,84.1,358,62,30,27,7,43,1,6,6,0,86,16110
Jordan Romano,TOR,26,2,2,5.586202304,25,3,0,0,5,0,,38.2,169,37,26,24,8,14,0,4,2,0,53,16122
Chris Ellis,STL,26,5,5,7.17721519,40,7,0,0,1,4,,79,385,98,65,63,13,47,1,8,11,0,82,16125
John Curtiss,LAA,26,2,1,7.752490766,22,1,0,0,1,0,,33.2,162,40,29,29,9,22,2,1,4,1,44,16128
David Hess,BAL,25,3,2,4.572584162,13,4,0,0,1,1,,41.1,175,41,21,21,7,12,1,0,1,0,47,16130
Justin Shafer,TOR,26,0,2,3.521735261,24,0,0,0,7,1,,30.2,129,29,14,12,3,8,0,1,3,0,35,16132
Eric Skoglund,KCR,26,3,5,6.04109589,13,13,0,0,0,0,,73,325,93,52,49,12,19,0,7,3,1,48,16155
Chandler Shepherd,BOS,26,3,10,6.176470704,22,19,1,0,0,0,,102,476,128,84,70,19,39,0,6,5,0,103,16166
Brandon Finnegan,CIN,26,1,0,6.6,13,0,0,0,0,1,,15,67,14,11,11,1,10,0,1,1,0,17,16208
Jacob Lindgren,CHW,26,2,2,2.825578097,21,1,0,0,2,1,,28.2,123,30,11,9,1,7,0,4,2,1,28,16215
Brett Graves,MIA,26,5,5,2.598931886,45,0,0,0,8,1,,62.1,254,39,23,18,6,31,1,2,5,0,73,16218
Tejay Antone,CIN,25,11,12,3.99772015,27,26,0,0,0,0,,146.1,635,156,80,65,11,53,2,9,7,1,133,16233
Kyle Freeland,COL,26,0,4,8.797742816,6,6,0,0,0,0,,29.2,143,40,31,29,4,16,0,0,1,1,28,16256
Sam Howard,COL,26,4,1,3.907892285,42,0,0,0,1,1,,50.2,216,50,23,22,5,23,2,2,3,0,62,16265
Jesus Tinoco,COL,24,3,1,3.970588235,29,0,0,0,1,1,,34,146,33,17,15,4,18,0,0,1,0,23,16300
Gerardo Reyes,SDP,26,4,2,3.573531918,34,0,0,0,3,1,,45.1,191,39,22,18,8,20,0,2,1,0,61,16306
Austen Williams,WSN,26,0,1,7.714290076,11,3,0,0,0,1,,11.2,57,15,10,10,1,5,0,2,2,0,16,16309
Alex McRae,PIT,26,7,8,5.195350415,22,22,0,0,0,0,,114.1,502,128,70,66,20,43,0,5,5,0,101,16317
Ricardo Pinto,TBR,25,12,6,4.232419843,28,6,0,0,0,0,,123.1,527,116,59,58,20,54,1,9,15,2,111,16318
Eduardo Paredes,DET,24,1,1,6.75,9,0,0,0,0,3,,12,53,10,11,9,1,9,0,0,2,1,11,16344
Gabriel Moya,MIN,24,2,3,5.558815266,34,7,0,0,0,1,,45.1,208,51,28,28,8,21,1,3,3,0,55,16348
Ryan Borucki,TOR,25,1,0,3,4,4,0,0,0,0,,18,67,12,7,6,4,3,0,0,1,0,19,16350
Ryan Castellani,COL,23,2,5,8.307698402,10,10,0,0,0,0,,43.1,216,54,45,40,14,30,0,5,3,0,47,16377
Brad Wieck,CHC,27,2,1,5.01427779,20,0,0,0,2,1,,23.1,97,20,13,13,5,9,0,0,2,0,45,16390
Victor Gonzalez,LAD,23,5,2,2.308551872,38,13,0,0,2,0,,89.2,380,81,29,23,7,32,0,2,4,0,93,16408
Blake Taylor,NYM,23,2,3,2.1600012,40,0,0,0,10,1,,66.2,276,49,25,16,3,24,1,3,3,0,74,16418
Chih-Wei Hu,CLE,25,3,7,6.870532789,23,12,0,0,0,0,,74.2,345,93,60,57,22,34,0,1,3,0,63,16419
Scott Blewett,KCR,23,6,11,7.340629769,23,21,0,0,0,0,,106.2,503,136,93,87,26,54,0,7,9,0,90,16427
Foster Griffin,KCR,23,8,6,5.234680225,25,25,0,0,0,0,,130.2,590,134,86,76,20,64,3,8,5,0,111,16432
James Norwood,CHC,25,3,2,4.213870509,45,0,0,0,6,3,,57.2,240,40,31,27,9,31,2,2,11,0,81,16440
Matt Wotherspoon,DET,27,5,2,5.323943662,36,3,0,0,2,2,,71,307,70,43,42,11,28,0,5,1,1,75,16452
Joe Harvey,COL,27,0,2,4.932691855,31,0,0,0,10,1,,34.2,154,27,20,19,9,20,0,2,4,0,48,16459
Roel Ramirez,STL,24,6,3,4.77876332,43,5,0,0,1,2,,75.1,327,76,45,40,6,30,0,8,10,0,85,16470
Ryan Yarbrough,TBR,27,2,1,3.807692308,5,4,0,0,0,0,,26,107,24,11,11,2,3,0,3,2,0,35,16502
Dan Altavilla,SEA,26,5,1,4.308515272,29,0,0,0,4,1,,31.1,129,18,16,15,1,14,0,4,1,0,52,16507
Harrison Musgrave,COL,27,0,2,10.125,21,1,0,0,0,1,,24,131,51,29,27,5,12,1,0,1,1,23,16532
Austin Gomber,STL,25,4,1,3.261747273,12,11,1,1,0,0,,49.2,203,45,20,18,5,19,0,0,2,0,54,16561
Erik Swanson,SEA,25,0,1,5.547952888,10,6,0,0,0,0,,24.1,111,28,16,15,5,12,0,0,0,0,28,16587
Jonathan Holder,NYY,26,1,1,2.918926894,9,0,0,0,2,1,,12.1,52,13,5,4,1,2,0,0,1,0,15,16588
Bryan Abreu,HOU,22,7,2,4.82846349,23,16,0,0,2,1,,91.1,396,69,51,49,8,54,0,9,16,2,126,16609
J.P. Feyereisen,NYY,26,10,2,2.49456651,40,0,0,0,7,3,,61.1,247,37,22,17,6,31,0,0,1,1,94,16610
Kyle Bird,TEX,26,5,1,2.855766612,29,0,0,0,2,2,,34.2,150,35,11,11,4,15,0,2,3,2,39,16618
Jeff Brigham,MIA,27,0,1,1.5,17,0,0,0,2,1,,24,89,9,5,4,0,8,1,2,1,0,30,16631
Carlos Sanabria,HOU,22,6,3,2.834998567,43,0,0,0,7,2,,66.2,285,42,28,21,5,40,1,4,12,0,86,16634
Ryan Thompson,TBR,27,1,1,2.700003899,16,5,0,0,1,1,,23.1,101,26,8,7,1,6,0,1,1,0,25,16647
James Bourque,WSN,25,7,1,4.218750126,47,0,0,0,9,3,,64,286,58,34,30,7,36,0,5,8,1,86,16668
Zac Curtis,TEX,26,1,1,8.901108789,22,0,0,0,1,0,,30.1,157,36,33,30,10,25,1,4,1,0,40,16684
Dean Deetz,HOU,25,3,0,6.631578947,27,0,0,0,2,3,,38,183,36,28,28,8,37,0,5,8,0,58,16687
Brock Stewart,LAD,27,6,8,7.363636641,19,17,0,0,0,1,,84.1,404,110,74,69,22,43,0,10,7,0,73,16727
Montana DuRapau,PIT,27,2,1,2.136692113,37,0,0,0,10,0,,46.1,175,21,13,11,3,14,1,2,1,0,57,16768
Kyle McGrath,SDP,26,4,3,7.755323476,26,7,0,0,0,1,,62.2,289,83,59,54,17,20,0,2,3,0,43,16793
Tim Hill,KCR,29,1,1,2.123593094,27,0,0,0,3,1,,29.2,119,26,7,7,2,6,0,2,0,0,30,16814
Cam Hill,CLE,25,4,2,3.581628959,28,0,0,0,1,1,,32.2,135,27,13,13,5,13,0,1,3,0,48,16840
Locke St. John,TEX,26,5,4,4.378372397,39,0,0,0,4,5,,49.1,208,40,27,24,6,24,2,2,3,0,65,16850
Reed Garrett,TEX,26,1,3,4.909094778,34,0,0,0,2,0,,40.1,183,48,23,22,4,19,1,2,4,0,40,16866
Eric Stout,CIN,26,2,2,6.064174216,21,9,0,0,0,1,,62.1,288,69,43,42,15,37,0,3,2,0,54,16873
Greg Mahle,LAA,26,4,7,4.414447068,20,13,1,1,0,0,,87.2,390,107,52,43,14,26,0,1,2,0,65,16877
Aaron Wilkerson,MIL,30,8,2,3.419215569,17,17,0,0,0,0,,76.1,314,62,30,29,10,29,0,2,3,0,81,16904
Touki Toussaint,ATL,23,1,6,7.487388958,10,10,0,0,0,0,,39.2,201,51,34,33,5,28,0,7,3,0,44,16929
Elieser Hernandez,MIA,24,3,1,1.125,9,9,0,0,0,0,,48,201,35,8,6,0,14,0,7,1,0,69,16933
Luis Ortiz,BAL,23,3,7,6.28218154,15,14,0,0,0,0,,67.1,309,77,56,47,15,31,1,2,2,0,50,16942
Sean Newcomb,ATL,26,2,1,2.177415805,4,3,0,0,0,0,,20.2,80,14,5,5,1,5,0,0,1,0,20,16943
Jake Jewell,LAA,26,4,4,5.256632732,34,0,0,0,8,4,,37.2,169,42,25,22,3,17,0,3,4,0,41,16958
Daniel Mengden,OAK,26,4,3,4.21875,13,10,0,0,0,1,,64,270,56,37,30,8,20,2,2,3,0,61,16980
Tyler Beede,SFG,26,2,2,2.336536319,7,7,0,0,0,0,,34.2,141,24,10,9,3,14,0,4,4,0,49,16981
Trevor Hildenberger,MIN,28,1,0,4.304347826,17,0,0,0,2,1,,23,96,23,12,11,2,4,0,1,1,0,19,17002
Jefry Rodriguez,CLE,25,1,0,3.759488372,8,4,0,0,0,0,,26.1,103,18,11,11,2,12,0,0,2,0,20,17018
Ariel Jurado,TEX,23,3,0,3.573524099,4,4,0,0,0,0,,22.2,96,29,9,9,1,2,0,1,1,0,22,17030
Sean Reid-Foley,TOR,23,3,5,6.471910112,20,19,0,0,0,0,,89,414,78,71,64,13,65,0,9,6,0,105,17034
Joe Palumbo,TEX,24,3,0,3.012395507,17,16,0,0,0,0,,80.2,326,56,30,27,9,35,0,3,1,2,108,17035
Pablo Lopez,MIA,23,0,3,8.790699624,5,5,0,0,0,0,,14.1,72,23,15,14,3,7,1,1,2,0,16,17085
Austin Davis,PHI,26,4,1,2.751594028,37,0,0,0,3,3,,52.1,222,43,17,16,2,24,2,1,1,0,64,17117
Gabe Speier,KCR,24,1,5,4.475938249,47,0,0,0,6,2,,62.1,277,61,39,31,12,26,4,4,3,0,73,17170
Dinelson Lamet,SDP,26,1,2,6,6,6,0,0,0,0,,24,100,21,16,16,4,9,0,1,4,0,33,17186
Jalen Beeks,TBR,25,0,1,4.218736673,3,3,0,0,0,0,,10.2,42,8,5,5,2,4,0,0,0,0,10,17192
Brian Ellington,SEA,28,2,1,4.655172414,26,0,0,0,1,2,,29,139,26,18,15,5,22,0,6,10,0,37,17233
Sam Coonrod,SFG,26,2,4,6.958769728,33,1,0,0,3,4,,32.1,154,41,27,25,4,18,0,0,3,0,43,17264
Ranger Suarez,PHI,23,2,2,5.684210526,7,7,0,0,0,0,,38,162,41,26,24,8,10,0,4,0,0,32,17277
Thomas Pannone,TOR,25,3,1,3.207917763,8,6,0,0,0,0,,33.2,142,25,12,12,4,15,0,2,0,1,41,17281
Justus Sheffield,SEA,23,7,9,4.127819549,25,24,0,0,0,0,,133,568,121,67,61,16,59,0,1,7,0,133,17285
Javy Guerra,SDP,23,0,0,3.375000503,21,0,0,0,1,1,,21.1,86,15,8,8,3,10,0,0,0,0,30,17292
Framber Valdez,HOU,25,5,2,3.24812263,10,7,0,0,1,0,,44.1,180,29,18,16,3,17,0,4,5,2,69,17295
Merandy Gonzalez,STL,23,3,3,5.547941582,41,3,0,0,4,4,,48.2,234,59,33,30,5,34,2,2,6,1,51,17313
Luis Escobar,PIT,23,2,1,3.292684551,34,5,0,0,4,2,,68.1,295,60,27,25,7,38,0,4,7,1,72,17345
Josh Taylor,BOS,26,1,1,2.700003899,20,0,0,0,3,1,,23.1,97,18,9,7,2,11,0,1,2,0,32,17359
Brett Martin,TEX,24,0,0,0.710524426,10,0,0,0,1,0,,12.2,51,10,1,1,0,4,0,0,0,0,19,17369
David Paulino,TOR,25,1,1,3.453484313,7,7,0,0,0,0,,28.2,126,30,14,11,2,11,0,2,0,0,27,17418
Erick Fedde,WSN,26,3,1,5.451917778,7,6,0,0,0,0,,34.2,150,37,23,21,7,9,0,2,1,0,37,17425
Jeff Hoffman,COL,26,6,8,7.699221962,17,16,0,0,0,0,,85.1,394,105,73,73,19,30,0,9,5,2,98,17432
Jonathan Hernandez,TEX,22,5,9,5.15625,22,16,0,0,0,0,,96,418,100,58,55,11,38,1,5,11,1,95,17464
Heath Fillmyer,KCR,25,2,3,4.815289549,21,12,1,0,0,1,,52.1,231,51,28,28,8,27,0,5,2,1,52,17466
Chad Sobotka,ATL,25,2,1,4.79031477,17,0,0,0,2,1,,20.2,90,23,11,11,3,4,0,2,1,0,32,17470
Albert Abreu,NYY,23,5,8,4.282757043,23,20,0,0,0,0,,96.2,440,103,62,46,9,53,0,7,7,2,91,17485
Genesis Cabrera,STL,22,5,6,5.909090909,20,18,0,0,0,1,,99,434,107,68,65,20,39,0,5,4,1,106,17490
Jorge Guzman,MIA,23,7,11,3.504799079,25,24,1,0,0,0,,138.2,562,96,54,54,13,71,0,7,9,4,127,17505
Wei-Chieh Huang,TEX,25,2,2,4.74045767,26,6,0,0,0,1,,43.2,190,34,25,23,7,28,0,3,5,0,61,17508
Andrew Moore,TBR,25,2,9,8.019804394,24,18,0,0,0,0,,101,462,129,95,90,25,32,0,4,1,1,77,17553
Jimmy Herget,CIN,25,3,4,2.914771148,48,0,0,0,2,3,,58.2,251,41,22,19,7,36,1,2,3,0,68,17556
JT Brubaker,PIT,25,2,1,2.277108172,6,6,0,0,0,0,,27.2,113,24,8,7,2,8,0,3,1,0,24,17578
Ricardo Sanchez,SEA,22,8,12,4.438356164,27,27,0,0,0,0,,146,613,157,77,72,10,38,0,6,4,5,135,17581
Jordan Yamamoto,MIA,23,3,5,3.581634605,12,12,0,0,0,0,,65.1,270,53,27,26,7,25,0,7,2,0,64,17585
Tanner Scott,BAL,24,3,4,2.977943265,30,0,0,0,7,4,,45.1,185,35,21,15,2,15,1,2,5,0,57,17586
Mitch Keller,PIT,23,7,5,3.559474092,19,19,0,0,0,0,,103.2,436,94,44,41,9,35,0,7,5,0,123,17594
Cristian Javier,HOU,22,8,3,1.741934967,26,18,0,0,4,0,,113.2,456,51,25,22,7,59,0,4,4,0,170,17606
Tanner Rainey,WSN,26,2,2,4,16,0,0,0,2,4,,18,82,16,8,8,1,12,0,1,3,0,32,17610
Taylor Clarke,ARI,26,4,1,5.695308257,9,9,0,0,0,0,,42.2,184,44,27,27,6,17,0,1,4,2,31,17611
Rogelio Armenteros,HOU,25,6,7,4.802373569,19,18,1,0,0,0,,84.1,365,90,48,45,14,31,0,1,2,0,85,17679
Pedro Araujo,BAL,25,1,4,5.326527502,28,0,0,0,0,1,,49,213,42,35,29,13,24,1,1,5,0,49,17697
Nabil Crismatt,SEA,24,4,10,4.488488728,27,21,2,1,0,0,,130.1,550,124,73,65,21,32,0,4,11,0,157,17732
Evan Phillips,BAL,24,1,2,3.857139766,27,0,0,0,1,0,,39.2,171,35,18,17,2,17,0,3,5,0,44,17734
Tyler Alexander,DET,24,5,10,5.125425585,20,16,0,0,0,0,,98.1,433,112,57,56,18,23,0,11,2,0,108,17735
Sandy Baez,DET,25,1,0,7.243903345,22,0,0,0,0,1,,27.1,131,37,23,22,2,15,0,0,5,1,22,17754
Angel Perdomo,MIL,25,5,2,4.283655928,47,0,0,0,1,2,,69.1,306,53,35,33,8,46,1,7,8,0,107,17759
Jacob Nix,SDP,23,1,2,1.849314585,6,6,0,0,0,0,,24.1,102,23,13,5,2,6,0,2,3,0,29,17775
Patrick Weigel,ATL,24,6,2,2.734177149,28,18,0,0,0,0,,79,328,50,28,24,9,41,1,9,4,1,71,17792
Dillon Tate,BAL,25,4,3,3.24811773,22,3,0,0,7,1,,44.1,180,38,18,16,6,10,2,3,1,0,40,17796
Daniel Zamora,NYM,26,2,1,4.2,29,0,0,0,4,3,,30,117,26,14,14,1,7,0,0,2,0,36,17811
Adbert Alzolay,CHC,24,2,5,4.802887082,16,16,0,0,0,0,,69.1,302,60,40,37,11,33,2,4,5,0,94,17859
Jose Rodriguez,LAA,23,3,5,6.567574542,23,7,0,0,2,2,,61.2,283,72,48,45,9,28,0,2,2,0,69,17860
Ian Gibaut,TBR,25,1,2,4.500007629,19,1,0,0,4,3,,18,91,20,15,9,1,15,0,2,1,1,23,17871
Nestor Cortes,NYY,24,2,2,3.857139766,7,6,0,0,0,0,,39.2,157,29,17,17,3,11,0,1,0,0,42,17874
Dennis Santana,LAD,23,5,9,6.942859791,27,17,0,0,0,0,,93.1,444,111,84,72,16,53,0,9,12,2,105,17878
Garrett Cleavinger,PHI,25,3,2,3.658062265,34,0,0,0,0,0,,51.2,228,32,25,21,2,34,0,5,5,1,83,17897
Cody Ponce,PIT,25,2,6,4.142857017,34,5,0,0,2,2,,63,265,54,35,29,6,20,0,5,6,0,70,17920
Adonis Rosa,NYY,24,9,1,4.180646447,25,13,0,0,0,0,,103.1,443,106,55,48,12,33,0,1,1,0,88,17942
Brock Burke,TEX,22,3,5,3.89839771,13,13,0,0,0,0,,62.1,260,57,30,27,3,18,0,3,4,0,64,17968
Peter Lambert,COL,22,2,2,5.071825877,11,11,0,0,0,0,,60.1,257,63,34,34,10,16,0,0,3,2,51,17969
Bobby Poyner,BOS,26,2,5,3.767443949,43,1,0,0,6,3,,57.1,249,47,27,24,9,27,2,3,3,0,70,17987
Logan Webb,SFG,22,2,4,1.847369348,12,10,0,0,0,0,,63.1,261,58,24,13,2,15,0,2,2,0,69,17995
Pete Fairbanks,TBR,25,3,2,4.534351805,40,1,0,0,2,4,,43.2,181,37,23,22,4,12,0,0,3,0,70,17998
Tanner Anderson,OAK,26,9,5,6,21,16,1,1,0,0,,96,444,121,68,64,21,41,0,5,1,0,59,18029
Phil Maton,CLE,26,2,2,2.761357292,22,0,0,0,5,1,,29.1,117,22,9,9,3,10,1,2,0,0,47,18064
Matt Hall,DET,25,5,4,5.29615167,25,13,0,0,0,0,,86.2,392,102,58,51,16,31,0,3,6,0,106,18076
Cody Stashak,MIN,25,7,3,3.206252026,33,2,0,0,4,1,,53.1,217,45,30,19,5,9,0,2,0,0,74,18088
Ryan Meisinger,STL,25,0,4,3.085714286,21,3,0,0,0,1,,35,154,36,18,12,5,10,0,1,4,0,42,18105
Ben Taylor,ARI,26,3,4,5.625,46,0,0,0,4,5,,56,263,66,39,35,15,26,2,5,2,0,70,18114
Chance Adams,NYY,24,4,4,4.628569411,18,15,1,1,1,0,,81.2,363,77,44,42,11,38,0,7,2,0,80,18135
Ryan Helsley,STL,24,2,3,4.580361043,17,7,0,0,1,0,,37.1,155,29,20,19,3,20,0,0,3,0,41,18138
Anthony Misiewicz,SEA,24,9,8,4.591368202,26,24,1,0,0,0,,131.1,547,131,70,67,17,35,0,2,8,1,125,18152
P.J. Conlon,NYM,25,1,1,4.909089765,13,2,0,0,1,0,,14.2,65,12,9,8,2,10,0,0,2,0,17,18213
Art Warren,SEA,26,2,1,1.705261343,29,0,0,0,15,2,,31.2,128,23,9,6,1,13,0,0,6,0,41,18251
Zac Grotz,SEA,26,5,4,2.386741589,28,6,0,0,1,3,,60.1,237,49,18,16,4,12,1,3,5,0,72,18256
Tyler Kinley,MIA,28,0,1,1.723400549,14,0,0,0,2,0,,15.2,57,4,3,3,1,7,0,0,0,0,19,18297
Andrew Suarez,SFG,26,7,6,5.727272727,18,15,0,0,0,0,,88,395,112,57,56,11,32,3,3,3,0,57,18300
Taylor Guilbeau,WSN,26,3,2,2.773972422,39,0,0,0,0,1,,48.2,199,40,16,15,1,17,0,3,6,0,55,18306
Carson Fulmer,CHW,25,1,2,4.764705882,24,0,0,0,1,1,,34,152,31,21,18,2,21,0,0,6,0,51,18311
Pedro Payano,TEX,24,5,4,4.928571429,19,18,0,0,0,0,,84,371,72,54,46,11,46,0,9,9,0,93,18313
Jacob Waguespack,TOR,25,2,6,5.297465157,12,11,0,0,0,0,,52.2,236,57,33,31,9,25,0,2,2,1,52,18318
Josh Sborz,LAD,25,4,3,4.68,46,0,0,0,3,5,,50,217,56,30,26,2,14,0,0,6,2,68,18323
Taylor Hearn,TEX,24,1,3,4.05,4,4,0,0,0,0,,20,84,14,9,9,3,10,0,3,1,0,26,18325
James Kaprielian,OAK,25,4,3,3.176470499,19,16,0,0,0,0,,68,277,59,25,24,8,16,0,6,1,0,75,18331
Eric Hanhold,NYM,25,5,4,3.836838138,48,0,0,0,2,4,,63.1,280,68,29,27,6,26,1,4,9,0,54,18332
Alex Young,ARI,25,4,3,6.091459872,20,8,0,0,0,0,,54.2,258,66,38,37,6,26,3,1,6,0,64,18333
Josh Staumont,KCR,25,1,5,3.15584611,32,12,0,0,2,3,,51.1,221,31,21,18,4,37,1,3,3,0,74,18335
Brandon Waddell,PIT,25,6,8,6.287673286,36,14,0,0,1,2,,97.1,449,107,72,68,11,49,1,1,4,0,111,18347
Jaime Barria,LAA,22,3,3,9.682764989,10,10,1,0,0,0,,48.1,227,73,53,52,16,10,0,2,0,1,44,18356
Thomas Eshelman,PHI,25,3,5,4.645161195,17,16,1,0,0,0,,93,402,109,51,48,13,18,0,2,3,0,77,18361
Enyel De Los Santos,PHI,23,5,7,4.404255319,19,19,0,0,0,0,,94,396,81,52,46,16,35,3,4,4,2,83,18403
Edwin Jackson,OAK,35,2,2,6.151897249,8,5,0,0,0,0,,26.1,115,26,21,18,6,12,0,1,0,0,24,1841
Jose Urquidy,HOU,24,7,5,4.45631068,20,18,0,0,0,0,,103,426,95,55,51,17,21,0,1,3,1,134,18413
Trevor Kelley,BOS,25,5,5,1.790817302,52,0,0,0,12,3,,65.1,268,51,18,13,8,21,3,6,4,0,63,18454
Junior Fernandez,STL,22,3,2,1.523076923,45,0,0,0,11,1,,65,268,43,14,11,0,30,1,4,7,1,80,18496
Josh Rogers,BAL,24,2,6,8.509090909,11,11,0,0,0,0,,55,254,86,53,52,18,10,0,2,1,0,33,18510
